video_path,num_frames,original_label,class_id,speed_label
SomethingV2/frames/7759,44,Pushing something so that it slightly moves,100,0
SomethingV2/frames/118319,48,Something falling like a feather or paper,134,0
SomethingV2/frames/12563,35,Throwing something,151,1
SomethingV2/frames/24118,24,Throwing something,151,1
SomethingV2/frames/79331,27,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/98231,33,Throwing something,151,1
SomethingV2/frames/170152,44,Something falling like a rock,135,1
SomethingV2/frames/54541,38,Poking something so it slightly moves,55,0
SomethingV2/frames/148794,37,Throwing something against something,152,1
SomethingV2/frames/171859,39,Something falling like a feather or paper,134,0
SomethingV2/frames/53462,32,Pushing something so that it slightly moves,100,0
SomethingV2/frames/11778,46,Throwing something against something,152,1
SomethingV2/frames/188328,41,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/204761,48,Throwing something in the air and catching it,153,1
SomethingV2/frames/200807,44,Pushing something so that it slightly moves,100,0
SomethingV2/frames/117744,42,Pushing something so that it slightly moves,100,0
SomethingV2/frames/153311,39,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/40230,27,Holding something,16,0
SomethingV2/frames/3335,35,Pushing something so that it slightly moves,100,0
SomethingV2/frames/77988,29,Poking something so it slightly moves,55,0
SomethingV2/frames/106697,36,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/56003,54,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/131107,36,Throwing something in the air and catching it,153,1
SomethingV2/frames/176238,41,Pushing something so that it slightly moves,100,0
SomethingV2/frames/156648,46,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/35527,32,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/115978,21,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/179037,18,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/211727,51,Poking something so it slightly moves,55,0
SomethingV2/frames/144543,48,Throwing something in the air and catching it,153,1
SomethingV2/frames/10347,28,Throwing something,151,1
SomethingV2/frames/191279,34,Something falling like a rock,135,1
SomethingV2/frames/210616,41,Throwing something in the air and catching it,153,1
SomethingV2/frames/199624,37,Pushing something so that it slightly moves,100,0
SomethingV2/frames/52828,63,Throwing something against something,152,1
SomethingV2/frames/191486,38,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/29068,27,Something falling like a rock,135,1
SomethingV2/frames/4057,33,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/123391,30,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/127539,38,Throwing something onto a surface,155,1
SomethingV2/frames/44080,20,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/26914,42,Pushing something so that it slightly moves,100,0
SomethingV2/frames/37965,43,Throwing something against something,152,1
SomethingV2/frames/169555,57,Spinning something so it continues spinning,139,1
SomethingV2/frames/175576,36,Pushing something so that it slightly moves,100,0
SomethingV2/frames/103510,46,Something falling like a rock,135,1
SomethingV2/frames/83327,27,Something falling like a rock,135,1
SomethingV2/frames/18,37,Throwing something in the air and catching it,153,1
SomethingV2/frames/27361,27,Throwing something,151,1
SomethingV2/frames/143410,25,Poking something so it slightly moves,55,0
SomethingV2/frames/75132,30,Poking something so it slightly moves,55,0
SomethingV2/frames/133180,36,Spinning something so it continues spinning,139,1
SomethingV2/frames/161240,55,Spinning something so it continues spinning,139,1
SomethingV2/frames/193159,34,Throwing something,151,1
SomethingV2/frames/33955,23,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/95409,19,Throwing something,151,1
SomethingV2/frames/145502,19,Something falling like a rock,135,1
SomethingV2/frames/10825,32,Throwing something against something,152,1
SomethingV2/frames/84124,25,Poking something so it slightly moves,55,0
SomethingV2/frames/5434,32,Pushing something so that it slightly moves,100,0
SomethingV2/frames/51742,33,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/142418,60,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/93271,37,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/108864,22,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/167838,58,Poking something so it slightly moves,55,0
SomethingV2/frames/29886,37,Something falling like a feather or paper,134,0
SomethingV2/frames/26633,53,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/99326,28,Pushing something so that it slightly moves,100,0
SomethingV2/frames/179026,39,Something falling like a rock,135,1
SomethingV2/frames/41692,21,Throwing something,151,1
SomethingV2/frames/56023,40,Pushing something so that it slightly moves,100,0
SomethingV2/frames/202477,44,Holding something,16,0
SomethingV2/frames/127470,28,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/75645,50,Pushing something so that it slightly moves,100,0
SomethingV2/frames/196750,30,Poking something so it slightly moves,55,0
SomethingV2/frames/215265,39,Throwing something,151,1
SomethingV2/frames/197280,37,Throwing something onto a surface,155,1
SomethingV2/frames/4715,14,Holding something,16,0
SomethingV2/frames/167991,63,Pushing something so that it slightly moves,100,0
SomethingV2/frames/127065,30,Throwing something against something,152,1
SomethingV2/frames/53189,70,Pushing something so that it slightly moves,100,0
SomethingV2/frames/191361,30,Something falling like a rock,135,1
SomethingV2/frames/8333,19,Holding something,16,0
SomethingV2/frames/207972,53,Poking something so it slightly moves,55,0
SomethingV2/frames/95137,29,Something falling like a rock,135,1
SomethingV2/frames/92273,53,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/50825,28,Throwing something in the air and catching it,153,1
SomethingV2/frames/1140,26,Throwing something,151,1
SomethingV2/frames/12639,66,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/72986,38,Throwing something,151,1
SomethingV2/frames/4708,52,Touching (without moving) part of something,160,0
SomethingV2/frames/75880,27,Throwing something,151,1
SomethingV2/frames/28964,42,Throwing something in the air and catching it,153,1
SomethingV2/frames/67479,39,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/95839,23,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/42644,46,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/185585,39,Touching (without moving) part of something,160,0
SomethingV2/frames/40650,30,Holding something,16,0
SomethingV2/frames/95004,26,Throwing something,151,1
SomethingV2/frames/54863,32,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/3365,30,Something falling like a rock,135,1
SomethingV2/frames/165751,25,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/73420,18,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/122289,29,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/195458,44,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/111753,38,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/103975,33,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/34013,30,Spinning something so it continues spinning,139,1
SomethingV2/frames/220800,32,Throwing something,151,1
SomethingV2/frames/12079,42,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/103232,37,Throwing something against something,152,1
SomethingV2/frames/146175,18,Throwing something,151,1
SomethingV2/frames/101806,28,Something falling like a feather or paper,134,0
SomethingV2/frames/22029,39,Poking something so it slightly moves,55,0
SomethingV2/frames/182405,40,Throwing something against something,152,1
SomethingV2/frames/113915,27,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/85774,50,Holding something,16,0
SomethingV2/frames/66660,57,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/95169,50,Pushing something so that it slightly moves,100,0
SomethingV2/frames/160292,23,Something falling like a rock,135,1
SomethingV2/frames/192090,46,Touching (without moving) part of something,160,0
SomethingV2/frames/187363,65,Throwing something,151,1
SomethingV2/frames/29305,58,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/188800,46,Throwing something against something,152,1
SomethingV2/frames/116964,20,Throwing something in the air and catching it,153,1
SomethingV2/frames/94821,42,Poking something so it slightly moves,55,0
SomethingV2/frames/2233,23,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/81386,41,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/172029,39,Something falling like a rock,135,1
SomethingV2/frames/86737,27,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/215577,41,Poking something so it slightly moves,55,0
SomethingV2/frames/198323,44,Touching (without moving) part of something,160,0
SomethingV2/frames/205070,42,Something falling like a rock,135,1
SomethingV2/frames/66937,51,Touching (without moving) part of something,160,0
SomethingV2/frames/141673,23,Holding something,16,0
SomethingV2/frames/161467,36,Poking something so it slightly moves,55,0
SomethingV2/frames/197282,21,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/215971,32,Throwing something,151,1
SomethingV2/frames/75094,32,Throwing something against something,152,1
SomethingV2/frames/55642,32,Throwing something,151,1
SomethingV2/frames/121299,57,Touching (without moving) part of something,160,0
SomethingV2/frames/125035,28,Poking something so it slightly moves,55,0
SomethingV2/frames/96916,40,Throwing something against something,152,1
SomethingV2/frames/138675,37,Throwing something against something,152,1
SomethingV2/frames/107663,31,Pushing something so that it slightly moves,100,0
SomethingV2/frames/89814,48,Pushing something so that it slightly moves,100,0
SomethingV2/frames/188460,33,Holding something,16,0
SomethingV2/frames/166049,23,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/217244,39,Throwing something onto a surface,155,1
SomethingV2/frames/197096,32,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/157552,40,Throwing something against something,152,1
SomethingV2/frames/49316,31,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/123635,37,Touching (without moving) part of something,160,0
SomethingV2/frames/170327,29,Throwing something against something,152,1
SomethingV2/frames/57719,51,Throwing something,151,1
SomethingV2/frames/15288,42,Poking something so it slightly moves,55,0
SomethingV2/frames/83083,27,Throwing something,151,1
SomethingV2/frames/9285,42,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/27103,65,Touching (without moving) part of something,160,0
SomethingV2/frames/151455,34,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/217228,42,Throwing something against something,152,1
SomethingV2/frames/126705,54,Throwing something against something,152,1
SomethingV2/frames/163867,34,Throwing something against something,152,1
SomethingV2/frames/21076,23,Pushing something so that it slightly moves,100,0
SomethingV2/frames/4299,26,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/91773,51,Something falling like a feather or paper,134,0
SomethingV2/frames/64436,39,Pushing something so that it slightly moves,100,0
SomethingV2/frames/204143,38,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/156093,44,Throwing something,151,1
SomethingV2/frames/87350,42,Holding something,16,0
SomethingV2/frames/96986,57,Spinning something so it continues spinning,139,1
SomethingV2/frames/128318,61,Throwing something in the air and catching it,153,1
SomethingV2/frames/129240,33,Throwing something,151,1
SomethingV2/frames/210884,32,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/205316,44,Pushing something so that it slightly moves,100,0
SomethingV2/frames/4555,39,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/45618,25,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/134759,37,Holding something,16,0
SomethingV2/frames/38083,25,Throwing something,151,1
SomethingV2/frames/200042,43,Holding something,16,0
SomethingV2/frames/47893,31,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/28922,63,Touching (without moving) part of something,160,0
SomethingV2/frames/149670,31,Something falling like a rock,135,1
SomethingV2/frames/9557,28,Something falling like a feather or paper,134,0
SomethingV2/frames/117475,45,Touching (without moving) part of something,160,0
SomethingV2/frames/54906,26,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/187708,53,Pushing something so that it slightly moves,100,0
SomethingV2/frames/137204,18,Touching (without moving) part of something,160,0
SomethingV2/frames/36674,41,Touching (without moving) part of something,160,0
SomethingV2/frames/46671,27,Holding something,16,0
SomethingV2/frames/88402,47,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/123058,38,Pushing something so that it slightly moves,100,0
SomethingV2/frames/13417,43,Touching (without moving) part of something,160,0
SomethingV2/frames/145217,62,Throwing something,151,1
SomethingV2/frames/7891,53,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/8810,31,Throwing something,151,1
SomethingV2/frames/62670,38,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/49423,17,Holding something,16,0
SomethingV2/frames/171739,39,Something falling like a feather or paper,134,0
SomethingV2/frames/180851,54,Throwing something,151,1
SomethingV2/frames/181796,52,Pushing something so that it slightly moves,100,0
SomethingV2/frames/82648,41,Throwing something onto a surface,155,1
SomethingV2/frames/18463,33,Throwing something,151,1
SomethingV2/frames/203305,21,Something falling like a feather or paper,134,0
SomethingV2/frames/141880,66,Throwing something against something,152,1
SomethingV2/frames/213370,23,Something falling like a rock,135,1
SomethingV2/frames/192091,28,Pushing something so that it slightly moves,100,0
SomethingV2/frames/190917,47,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/40940,31,Throwing something against something,152,1
SomethingV2/frames/171533,39,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/880,43,Pushing something so that it slightly moves,100,0
SomethingV2/frames/214305,30,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/189426,23,Something falling like a feather or paper,134,0
SomethingV2/frames/164140,55,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/158012,34,Something falling like a feather or paper,134,0
SomethingV2/frames/198511,44,Something falling like a feather or paper,134,0
SomethingV2/frames/45002,24,Something falling like a rock,135,1
SomethingV2/frames/14429,31,Something falling like a rock,135,1
SomethingV2/frames/56686,30,Throwing something,151,1
SomethingV2/frames/16874,39,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/142628,29,Throwing something,151,1
SomethingV2/frames/18162,18,Throwing something in the air and catching it,153,1
SomethingV2/frames/33436,37,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/61963,47,Throwing something against something,152,1
SomethingV2/frames/29942,48,Throwing something in the air and catching it,153,1
SomethingV2/frames/75961,37,Something falling like a feather or paper,134,0
SomethingV2/frames/198777,38,Throwing something,151,1
SomethingV2/frames/8279,31,Holding something,16,0
SomethingV2/frames/15921,22,Something falling like a rock,135,1
SomethingV2/frames/153136,33,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/186694,26,Pushing something so that it slightly moves,100,0
SomethingV2/frames/131752,27,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/167852,31,Holding something,16,0
SomethingV2/frames/85622,45,Something falling like a feather or paper,134,0
SomethingV2/frames/84773,50,Touching (without moving) part of something,160,0
SomethingV2/frames/125090,52,Spinning something so it continues spinning,139,1
SomethingV2/frames/151433,25,Poking something so it slightly moves,55,0
SomethingV2/frames/178790,25,Poking something so it slightly moves,55,0
SomethingV2/frames/97589,29,Throwing something onto a surface,155,1
SomethingV2/frames/129163,36,Holding something,16,0
SomethingV2/frames/56142,65,Throwing something,151,1
SomethingV2/frames/149063,24,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/129825,53,Holding something,16,0
SomethingV2/frames/155807,41,Poking something so it slightly moves,55,0
SomethingV2/frames/52537,41,Touching (without moving) part of something,160,0
SomethingV2/frames/137105,23,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/106293,14,Holding something,16,0
SomethingV2/frames/158583,31,Holding something,16,0
SomethingV2/frames/32116,40,Pushing something so that it slightly moves,100,0
SomethingV2/frames/11543,47,Throwing something against something,152,1
SomethingV2/frames/200266,36,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/7863,45,Something falling like a rock,135,1
SomethingV2/frames/12480,28,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/30779,38,Throwing something against something,152,1
SomethingV2/frames/14306,33,Holding something,16,0
SomethingV2/frames/164399,28,Poking something so it slightly moves,55,0
SomethingV2/frames/102266,21,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/65920,26,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/188226,34,Throwing something,151,1
SomethingV2/frames/185245,31,Throwing something,151,1
SomethingV2/frames/51314,17,Poking something so it slightly moves,55,0
SomethingV2/frames/119631,35,Something falling like a feather or paper,134,0
SomethingV2/frames/133217,40,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/48192,45,Something falling like a feather or paper,134,0
SomethingV2/frames/2317,34,Holding something,16,0
SomethingV2/frames/40139,61,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/42256,38,Pushing something so that it slightly moves,100,0
SomethingV2/frames/191559,38,Throwing something against something,152,1
SomethingV2/frames/19956,50,Holding something,16,0
SomethingV2/frames/214792,37,Holding something,16,0
SomethingV2/frames/61281,40,Something falling like a rock,135,1
SomethingV2/frames/184516,30,Something falling like a rock,135,1
SomethingV2/frames/187952,28,Pushing something so that it slightly moves,100,0
SomethingV2/frames/33340,35,Holding something,16,0
SomethingV2/frames/62877,65,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/137673,38,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/195922,41,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/177143,41,Spinning something so it continues spinning,139,1
SomethingV2/frames/92344,29,Touching (without moving) part of something,160,0
SomethingV2/frames/217728,40,Holding something,16,0
SomethingV2/frames/129079,57,Poking something so it slightly moves,55,0
SomethingV2/frames/80895,51,Touching (without moving) part of something,160,0
SomethingV2/frames/212321,37,Throwing something in the air and catching it,153,1
SomethingV2/frames/154295,22,Throwing something against something,152,1
SomethingV2/frames/67081,30,Poking something so it slightly moves,55,0
SomethingV2/frames/30616,46,Pushing something so that it slightly moves,100,0
SomethingV2/frames/99123,48,Pushing something so that it slightly moves,100,0
SomethingV2/frames/175585,31,Holding something,16,0
SomethingV2/frames/215266,27,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/56412,21,Throwing something in the air and catching it,153,1
SomethingV2/frames/127529,47,Pushing something so that it slightly moves,100,0
SomethingV2/frames/107848,22,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/72078,31,Holding something,16,0
SomethingV2/frames/79748,27,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/69042,15,Spinning something so it continues spinning,139,1
SomethingV2/frames/137936,42,Poking something so it slightly moves,55,0
SomethingV2/frames/59833,30,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/648,55,Holding something,16,0
SomethingV2/frames/103784,26,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/82263,44,Throwing something against something,152,1
SomethingV2/frames/3312,13,Something falling like a rock,135,1
SomethingV2/frames/149878,50,Throwing something in the air and catching it,153,1
SomethingV2/frames/210581,55,Throwing something,151,1
SomethingV2/frames/116403,52,Holding something,16,0
SomethingV2/frames/129063,21,Throwing something against something,152,1
SomethingV2/frames/197290,39,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/161051,32,Something falling like a feather or paper,134,0
SomethingV2/frames/143676,34,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/6295,36,Poking something so it slightly moves,55,0
SomethingV2/frames/164636,57,Something falling like a feather or paper,134,0
SomethingV2/frames/157214,20,Throwing something against something,152,1
SomethingV2/frames/121349,43,Spinning something so it continues spinning,139,1
SomethingV2/frames/50482,35,Touching (without moving) part of something,160,0
SomethingV2/frames/216400,34,Poking something so it slightly moves,55,0
SomethingV2/frames/45183,32,Holding something,16,0
SomethingV2/frames/164305,40,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/15185,27,Throwing something,151,1
SomethingV2/frames/87530,41,Throwing something,151,1
SomethingV2/frames/183041,35,Something falling like a rock,135,1
SomethingV2/frames/190294,45,Throwing something,151,1
SomethingV2/frames/199593,53,Something falling like a feather or paper,134,0
SomethingV2/frames/162902,20,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/42051,29,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/179781,33,Pushing something so that it slightly moves,100,0
SomethingV2/frames/115532,44,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/11074,61,Throwing something in the air and catching it,153,1
SomethingV2/frames/75896,35,Throwing something onto a surface,155,1
SomethingV2/frames/18196,48,Poking something so it slightly moves,55,0
SomethingV2/frames/21617,62,Touching (without moving) part of something,160,0
SomethingV2/frames/7304,56,Pushing something so that it slightly moves,100,0
SomethingV2/frames/85175,38,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/48601,43,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/185799,30,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/182199,22,Spinning something so it continues spinning,139,1
SomethingV2/frames/204369,24,Throwing something in the air and catching it,153,1
SomethingV2/frames/137664,59,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/190883,33,Something falling like a rock,135,1
SomethingV2/frames/148950,39,Pushing something so that it slightly moves,100,0
SomethingV2/frames/67593,36,Throwing something,151,1
SomethingV2/frames/41145,51,Throwing something onto a surface,155,1
SomethingV2/frames/152487,31,Throwing something,151,1
SomethingV2/frames/182371,36,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/119801,37,Poking something so it slightly moves,55,0
SomethingV2/frames/176291,30,Pushing something so that it slightly moves,100,0
SomethingV2/frames/59680,53,Something falling like a feather or paper,134,0
SomethingV2/frames/143162,22,Pushing something so that it slightly moves,100,0
SomethingV2/frames/66080,49,Spinning something so it continues spinning,139,1
SomethingV2/frames/78910,37,Pushing something so that it slightly moves,100,0
SomethingV2/frames/1998,44,Throwing something onto a surface,155,1
SomethingV2/frames/220518,71,Spinning something so it continues spinning,139,1
SomethingV2/frames/195991,48,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/54825,45,Poking something so it slightly moves,55,0
SomethingV2/frames/77963,43,Holding something,16,0
SomethingV2/frames/87315,24,Touching (without moving) part of something,160,0
SomethingV2/frames/199698,32,Poking something so it slightly moves,55,0
SomethingV2/frames/55622,32,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/46351,27,Throwing something against something,152,1
SomethingV2/frames/89916,27,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/26688,39,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/154035,39,Throwing something against something,152,1
SomethingV2/frames/211540,36,Spinning something so it continues spinning,139,1
SomethingV2/frames/35847,25,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/67424,32,Throwing something against something,152,1
SomethingV2/frames/68781,36,Touching (without moving) part of something,160,0
SomethingV2/frames/99442,35,Touching (without moving) part of something,160,0
SomethingV2/frames/150609,38,Touching (without moving) part of something,160,0
SomethingV2/frames/165094,24,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/135811,40,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/2567,48,Pushing something so that it slightly moves,100,0
SomethingV2/frames/136208,26,Throwing something onto a surface,155,1
SomethingV2/frames/210838,37,Holding something,16,0
SomethingV2/frames/210374,40,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/41149,33,Poking something so it slightly moves,55,0
SomethingV2/frames/73198,63,Something falling like a rock,135,1
SomethingV2/frames/20101,46,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/25133,66,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/34581,39,Pushing something so that it slightly moves,100,0
SomethingV2/frames/58308,36,Throwing something against something,152,1
SomethingV2/frames/82992,41,Poking something so it slightly moves,55,0
SomethingV2/frames/13371,36,Pushing something so that it slightly moves,100,0
SomethingV2/frames/50443,34,Poking something so it slightly moves,55,0
SomethingV2/frames/179114,20,Throwing something,151,1
SomethingV2/frames/7757,45,Throwing something in the air and catching it,153,1
SomethingV2/frames/193476,27,Something falling like a rock,135,1
SomethingV2/frames/11040,27,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/88276,24,Throwing something,151,1
SomethingV2/frames/139313,27,Throwing something,151,1
SomethingV2/frames/138100,35,Throwing something in the air and catching it,153,1
SomethingV2/frames/113288,42,Pushing something so that it slightly moves,100,0
SomethingV2/frames/171664,41,Throwing something,151,1
SomethingV2/frames/185451,20,Holding something,16,0
SomethingV2/frames/38934,51,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/21408,37,Throwing something,151,1
SomethingV2/frames/137223,56,Poking something so it slightly moves,55,0
SomethingV2/frames/127146,31,Touching (without moving) part of something,160,0
SomethingV2/frames/150955,25,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/44711,51,Pushing something so that it slightly moves,100,0
SomethingV2/frames/108146,24,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/194643,24,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/109003,43,Something falling like a feather or paper,134,0
SomethingV2/frames/58043,31,Throwing something,151,1
SomethingV2/frames/62538,29,Holding something,16,0
SomethingV2/frames/71845,46,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/70369,67,Throwing something against something,152,1
SomethingV2/frames/62269,39,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/36769,52,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/109138,50,Throwing something against something,152,1
SomethingV2/frames/62748,45,Throwing something,151,1
SomethingV2/frames/211487,72,Something falling like a feather or paper,134,0
SomethingV2/frames/206001,35,Throwing something against something,152,1
SomethingV2/frames/209730,25,Throwing something,151,1
SomethingV2/frames/105608,25,Throwing something,151,1
SomethingV2/frames/107170,43,Throwing something,151,1
SomethingV2/frames/96340,57,Holding something,16,0
SomethingV2/frames/128782,22,Touching (without moving) part of something,160,0
SomethingV2/frames/176256,37,Something falling like a rock,135,1
SomethingV2/frames/101958,37,Throwing something against something,152,1
SomethingV2/frames/101425,66,Something falling like a rock,135,1
SomethingV2/frames/162604,56,Pushing something so that it slightly moves,100,0
SomethingV2/frames/201557,30,Throwing something,151,1
SomethingV2/frames/80472,66,Throwing something,151,1
SomethingV2/frames/18902,48,Spinning something so it continues spinning,139,1
SomethingV2/frames/77792,20,Poking something so it slightly moves,55,0
SomethingV2/frames/72627,58,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/62031,27,Throwing something against something,152,1
SomethingV2/frames/21126,32,Throwing something against something,152,1
SomethingV2/frames/149894,38,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/159725,38,Pushing something so that it slightly moves,100,0
SomethingV2/frames/19344,34,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/121597,34,Something falling like a rock,135,1
SomethingV2/frames/178392,45,Throwing something onto a surface,155,1
SomethingV2/frames/120709,22,Throwing something,151,1
SomethingV2/frames/216888,40,Touching (without moving) part of something,160,0
SomethingV2/frames/176837,43,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/162626,66,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/129180,53,Something falling like a feather or paper,134,0
SomethingV2/frames/19608,41,Throwing something onto a surface,155,1
SomethingV2/frames/179302,38,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/150355,47,Something falling like a rock,135,1
SomethingV2/frames/126305,33,Throwing something in the air and catching it,153,1
SomethingV2/frames/17287,45,Poking something so it slightly moves,55,0
SomethingV2/frames/119828,25,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/87797,43,Touching (without moving) part of something,160,0
SomethingV2/frames/22833,44,Pushing something so that it slightly moves,100,0
SomethingV2/frames/120518,27,Holding something,16,0
